     
   50    1    0
     30  10711  0.000
     
   51    1    0
     31  10750	0.000
     
   52    1    0
     32  10759  0.000
     
   53    1    0
     33  10759  0.000
     
   54    1    0
     34  10708  0.000
     
   55    1    0
     35  10709	0.000
   
   56    1    0
     36  10762  0.000
     
   57    1    0
     37  10772	0.000
